id_comanda,nume_restaurant,nume_produs,categorie_standard,cantitate,pret_unitar_ron,total_linie_ron
ORD-202608-01737,Restaurantul Nostru,Coș de Pâine de Casă,Sosuri & Extra,3,7.0,21.0
ORD-202608-01738,Restaurantul Nostru,Pachet Vinul Casei Fetească Regală 1L,Băuturi Alcoolice & Bere,3,55.0,165.0
ORD-202608-01738,Restaurantul Nostru,Șnițel Gigant de Pui Pane,Mâncăruri Gătite & Specialități,1,36.0,36.0
ORD-202608-01738,Restaurantul Nostru,Ciorbă de Burtiță Tradițională,Ciorbe & Supe,1,28.0,28.0
ORD-202608-01739,Restaurantul Nostru,Apă Minerală / Plată Borsec 0.5L,Băuturi Răcoritoare & Cafea,1,10.0,10.0
ORD-202608-01739,Restaurantul Nostru,Lava Cake cu Înghețată de Vanilie,Desert,1,28.0,28.0
ORD-202608-01739,Restaurantul Nostru,Mămăliguță Caldă,Garnituri,1,8.0,8.0
ORD-202608-01740,Restaurantul Nostru,Clătite cu Finetti și Banane (2 buc),Desert,1,22.0,22.0
ORD-202608-01740,Restaurantul Nostru,Supă Cremă de Legume cu Crutoane,Ciorbe & Supe,1,22.0,22.0
ORD-202608-01740,Restaurantul Nostru,Șnițel Gigant de Pui Pane,Mâncăruri Gătite & Specialități,1,36.0,36.0
ORD-202608-01740,Restaurantul Nostru,Limonadă Proaspătă cu Miere și Mentă 0.5L,Băuturi Răcoritoare & Cafea,1,20.0,20.0
ORD-202608-01741,Restaurantul Nostru,Bere Ciuc Premium la Draught 0.4L,Băuturi Alcoolice & Bere,1,14.0,14.0
ORD-202608-01741,Restaurantul Nostru,Frăție de Mici & Cârnați,Preparate la Grătar & Mici,1,54.0,54.0
ORD-202608-01741,Restaurantul Nostru,Platou Gustări Rece Tradiționale,Cârnați & Platouri,1,85.0,85.0
ORD-202608-01741,Restaurantul Nostru,Pastramă de Oaie la Tigaie cu Mămăligă,Mâncăruri Gătite & Specialități,1,56.0,56.0
ORD-202608-01742,Restaurantul Nostru,Bulz Ardelenesc la Grătar,Aperitive & Gustări,1,32.0,32.0
ORD-202608-01742,Restaurantul Nostru,Cârnați Picanți de Pleșcoi,Cârnați & Platouri,1,42.0,42.0
ORD-202608-01742,Restaurantul Nostru,Piept de Pui la Grătar,Preparate la Grătar & Mici,1,34.0,34.0
ORD-202608-01742,Restaurantul Nostru,Fasole Bătută cu Ceapă Călită,Aperitive & Gustări,1,20.0,20.0
ORD-202608-01742,Restaurantul Nostru,Salată de Murături Asortate,Salate,2,14.0,28.0
ORD-202608-01743,Restaurantul Nostru,Smântână Proaspătă 20%,Sosuri & Extra,1,5.0,5.0
ORD-202608-01743,Restaurantul Nostru,Lava Cake cu Înghețată de Vanilie,Desert,1,28.0,28.0
ORD-202608-01743,Restaurantul Nostru,Salată Caesar cu Pui la Grătar,Salate,1,38.0,38.0
ORD-202608-01743,Restaurantul Nostru,Papanași cu Smântână și Dulceață de Afine (2 buc),Desert,1,32.0,32.0
ORD-202608-01743,Restaurantul Nostru,Apă Minerală / Plată Borsec 0.5L,Băuturi Răcoritoare & Cafea,2,10.0,20.0
ORD-202608-01744,Restaurantul Nostru,Lava Cake cu Înghețată de Vanilie,Desert,1,28.0,28.0
ORD-202608-01744,Restaurantul Nostru,Supă Cremă de Legume cu Crutoane,Ciorbe & Supe,1,22.0,22.0
ORD-202608-01744,Restaurantul Nostru,Cappuccino cu Spumă de Lapte,Băuturi Răcoritoare & Cafea,1,15.0,15.0
ORD-202608-01745,Restaurantul Nostru,Platou Cârnați Asortați,Cârnați & Platouri,2,95.0,190.0
ORD-202608-01745,Restaurantul Nostru,Piure de Cartofi cu Unt,Garnituri,2,16.0,32.0
ORD-202608-01746,Restaurantul Nostru,Smântână Proaspătă 20%,Sosuri & Extra,1,5.0,5.0
ORD-202608-01746,Restaurantul Nostru,Clătite cu Finetti și Banane (2 buc),Desert,2,22.0,44.0
ORD-202608-01747,Restaurantul Nostru,Bere Nepasteurizată Zăganu 0.5L,Băuturi Alcoolice & Bere,1,22.0,22.0
ORD-202608-01747,Restaurantul Nostru,Ceafă de Porc la Grătar,Preparate la Grătar & Mici,1,38.0,38.0
ORD-202608-01748,Restaurantul Nostru,Mici Românești de Vită-Porc (1 buc),Preparate la Grătar & Mici,1,7.5,7.5
ORD-202608-01748,Restaurantul Nostru,Ciorbă de Perișoare,Ciorbe & Supe,1,24.0,24.0
ORD-202608-01748,Restaurantul Nostru,Salată Caesar cu Pui la Grătar,Salate,1,38.0,38.0
ORD-202608-01748,Restaurantul Nostru,Bere Nepasteurizată Zăganu 0.5L,Băuturi Alcoolice & Bere,3,22.0,66.0
ORD-202608-01748,Restaurantul Nostru,Frigărui de Berbecuț,Preparate la Grătar & Mici,2,58.0,116.0
ORD-202608-01749,Restaurantul Nostru,Varză Călită în Vin cu Chimen,Garnituri,1,15.0,15.0
ORD-202608-01749,Restaurantul Nostru,Platou Gustări Rece Tradiționale,Cârnați & Platouri,1,85.0,85.0
ORD-202608-01749,Restaurantul Nostru,Țuică de Prune Ardelenească 50ml,Băuturi Alcoolice & Bere,1,18.0,18.0
ORD-202608-01750,Restaurantul Nostru,Apă Minerală / Plată Borsec 0.5L,Băuturi Răcoritoare & Cafea,1,10.0,10.0
ORD-202608-01750,Restaurantul Nostru,Vin Purcari Rară Neagră Sticlă 0.75L,Băuturi Alcoolice & Bere,3,95.0,285.0
ORD-202608-01750,Restaurantul Nostru,Șnițel Gigant de Pui Pane,Mâncăruri Gătite & Specialități,1,36.0,36.0
ORD-202608-01751,Restaurantul Nostru,Cartofi Prăjiți cu Usturoi și Parmezan,Garnituri,1,18.0,18.0
ORD-202608-01751,Restaurantul Nostru,Pastramă de Oaie la Tigaie cu Mămăligă,Mâncăruri Gătite & Specialități,1,56.0,56.0
ORD-202608-01751,Restaurantul Nostru,Pachet Vinul Casei Fetească Regală 1L,Băuturi Alcoolice & Bere,1,55.0,55.0
ORD-202608-01751,Restaurantul Nostru,Mici de Oaie și Vită (1 buc),Preparate la Grătar & Mici,1,8.5,8.5
ORD-202608-01751,Restaurantul Nostru,Mujdei de Usturoi Tradițional,Sosuri & Extra,1,5.0,5.0
ORD-202608-01752,Restaurantul Nostru,Pastramă de Oaie la Tigaie cu Mămăligă,Mâncăruri Gătite & Specialități,1,56.0,56.0
ORD-202608-01752,Restaurantul Nostru,Bere Ciuc Premium la Draught 0.4L,Băuturi Alcoolice & Bere,1,14.0,14.0
ORD-202608-01753,Restaurantul Nostru,Pastramă de Oaie la Tigaie cu Mămăligă,Mâncăruri Gătite & Specialități,3,56.0,168.0
ORD-202608-01753,Restaurantul Nostru,Țuică de Prune Ardelenească 50ml,Băuturi Alcoolice & Bere,1,18.0,18.0
ORD-202608-01753,Restaurantul Nostru,Salată de Vinete Coapte pe Plită,Aperitive & Gustări,1,24.0,24.0
ORD-202608-01754,Restaurantul Nostru,Ștrudel de Mere cu Sos de Vanilie,Desert,1,25.0,25.0
ORD-202608-01754,Restaurantul Nostru,Frăție de Mici & Cârnați,Preparate la Grătar & Mici,1,54.0,54.0
ORD-202608-01755,Restaurantul Nostru,Piure de Cartofi cu Unt,Garnituri,2,16.0,32.0
ORD-202608-01755,Restaurantul Nostru,Fasole Bătută cu Ceapă Călită,Aperitive & Gustări,1,20.0,20.0
ORD-202608-01755,Restaurantul Nostru,Cârnați Picanți de Pleșcoi,Cârnați & Platouri,1,42.0,42.0
ORD-202608-01756,Restaurantul Nostru,Ciorbă de Burtiță Tradițională,Ciorbe & Supe,1,28.0,28.0
ORD-202608-01756,Restaurantul Nostru,Bere Nepasteurizată Zăganu 0.5L,Băuturi Alcoolice & Bere,1,22.0,22.0
ORD-202608-01756,Restaurantul Nostru,Frăție de Mici & Cârnați,Preparate la Grătar & Mici,1,54.0,54.0
ORD-202608-01756,Restaurantul Nostru,Limonadă Proaspătă cu Miere și Mentă 0.5L,Băuturi Răcoritoare & Cafea,1,20.0,20.0
ORD-202608-01756,Restaurantul Nostru,Apă Minerală / Plată Borsec 0.5L,Băuturi Răcoritoare & Cafea,1,10.0,10.0
ORD-202608-01757,Restaurantul Nostru,Platou Cârnați Asortați,Cârnați & Platouri,1,95.0,95.0
ORD-202608-01757,Restaurantul Nostru,Frăție de Mici & Cârnați,Preparate la Grătar & Mici,1,54.0,54.0
ORD-202608-01757,Restaurantul Nostru,Varză Călită în Vin cu Chimen,Garnituri,1,15.0,15.0
ORD-202608-01757,Restaurantul Nostru,Ciorbă de Burtiță Tradițională,Ciorbe & Supe,1,28.0,28.0
ORD-202608-01758,Restaurantul Nostru,Bulz Ardelenesc la Grătar,Aperitive & Gustări,1,32.0,32.0
ORD-202608-01758,Restaurantul Nostru,Clătite cu Finetti și Banane (2 buc),Desert,1,22.0,22.0
ORD-202608-01758,Restaurantul Nostru,Ciorbă Rădăuțeană de Pui,Ciorbe & Supe,1,26.0,26.0
ORD-202608-01758,Restaurantul Nostru,Pachet Vinul Casei Fetească Regală 1L,Băuturi Alcoolice & Bere,2,55.0,110.0
ORD-202608-01759,Restaurantul Nostru,Fasole Bătută cu Ceapă Călită,Aperitive & Gustări,1,20.0,20.0
ORD-202608-01759,Restaurantul Nostru,Apă Minerală / Plată Borsec 0.5L,Băuturi Răcoritoare & Cafea,1,10.0,10.0
ORD-202608-01759,Restaurantul Nostru,Pachet Vinul Casei Fetească Regală 1L,Băuturi Alcoolice & Bere,1,55.0,55.0
ORD-202608-01759,Restaurantul Nostru,Salată de Vinete Coapte pe Plită,Aperitive & Gustări,1,24.0,24.0
ORD-202608-01760,Restaurantul Nostru,Țuică de Prune Ardelenească 50ml,Băuturi Alcoolice & Bere,1,18.0,18.0
ORD-202608-01760,Restaurantul Nostru,Cartofi Prăjiți cu Usturoi și Parmezan,Garnituri,2,18.0,36.0
ORD-202608-01760,Restaurantul Nostru,Tochitură Moldovenească cu Mămăligă,Mâncăruri Gătite & Specialități,1,48.0,48.0
ORD-202608-01760,Restaurantul Nostru,Piept de Pui la Grătar,Preparate la Grătar & Mici,1,34.0,34.0
ORD-202608-01760,Restaurantul Nostru,Salată de Ardei Copți,Salate,1,16.0,16.0
ORD-202608-01761,Restaurantul Nostru,Smântână Proaspătă 20%,Sosuri & Extra,1,5.0,5.0
ORD-202608-01761,Restaurantul Nostru,Coș de Pâine de Casă,Sosuri & Extra,1,7.0,7.0
ORD-202608-01761,Restaurantul Nostru,Limonadă Proaspătă cu Miere și Mentă 0.5L,Băuturi Răcoritoare & Cafea,1,20.0,20.0
ORD-202608-01761,Restaurantul Nostru,Tochitură Moldovenească cu Mămăligă,Mâncăruri Gătite & Specialități,1,48.0,48.0
ORD-202608-01761,Restaurantul Nostru,Salată Grecească,Salate,2,34.0,68.0
ORD-202608-01762,Restaurantul Nostru,Piept de Pui la Grătar,Preparate la Grătar & Mici,1,34.0,34.0
ORD-202608-01762,Restaurantul Nostru,Clătite cu Finetti și Banane (2 buc),Desert,1,22.0,22.0
ORD-202608-01762,Restaurantul Nostru,Lava Cake cu Înghețată de Vanilie,Desert,1,28.0,28.0
ORD-202608-01763,Restaurantul Nostru,Clătite cu Finetti și Banane (2 buc),Desert,1,22.0,22.0
ORD-202608-01763,Restaurantul Nostru,Cârnați Picanți de Pleșcoi,Cârnați & Platouri,1,42.0,42.0
ORD-202608-01764,Restaurantul Nostru,Platou Gustări Rece Tradiționale,Cârnați & Platouri,3,85.0,255.0
ORD-202608-01764,Restaurantul Nostru,Coș de Pâine de Casă,Sosuri & Extra,2,7.0,14.0
ORD-202608-01764,Restaurantul Nostru,Cașcaval Pane Crocant,Aperitive & Gustări,1,28.0,28.0
ORD-202608-01765,Restaurantul Nostru,Platou Boieresc (2-3 persoane),Cârnați & Platouri,1,145.0,145.0
ORD-202608-01765,Restaurantul Nostru,Vin Purcari Rară Neagră Sticlă 0.75L,Băuturi Alcoolice & Bere,2,95.0,190.0
ORD-202608-01766,Restaurantul Nostru,Cappuccino cu Spumă de Lapte,Băuturi Răcoritoare & Cafea,1,15.0,15.0
ORD-202608-01766,Restaurantul Nostru,Tochitură Moldovenească cu Mămăligă,Mâncăruri Gătite & Specialități,1,48.0,48.0
ORD-202608-01766,Restaurantul Nostru,Bere Ciuc Premium la Draught 0.4L,Băuturi Alcoolice & Bere,1,14.0,14.0
ORD-202608-01766,Restaurantul Nostru,Piept de Pui la Grătar,Preparate la Grătar & Mici,1,34.0,34.0
ORD-202608-01767,Restaurantul Nostru,Ciorbă Rădăuțeană de Pui,Ciorbe & Supe,2,26.0,52.0
ORD-202608-01767,Restaurantul Nostru,Ceafă de Porc la Grătar,Preparate la Grătar & Mici,1,38.0,38.0
ORD-202608-01767,Restaurantul Nostru,Salată Caesar cu Pui la Grătar,Salate,2,38.0,76.0
ORD-202608-01768,Restaurantul Nostru,Cappuccino cu Spumă de Lapte,Băuturi Răcoritoare & Cafea,1,15.0,15.0
ORD-202608-01768,Restaurantul Nostru,Mici de Oaie și Vită (1 buc),Preparate la Grătar & Mici,3,8.5,25.5
ORD-202608-01768,Restaurantul Nostru,Salată de Murături Asortate,Salate,1,14.0,14.0
ORD-202608-01768,Restaurantul Nostru,Iahnie de Fasole cu Bacon,Garnituri,1,16.0,16.0
ORD-202608-01769,Restaurantul Nostru,Cârnați Picanți de Pleșcoi,Cârnați & Platouri,2,42.0,84.0
ORD-202608-01769,Restaurantul Nostru,Salată de Ardei Copți,Salate,1,16.0,16.0
ORD-202608-01769,Restaurantul Nostru,Burger Casei cu Cartofi Prăjiți,Mâncăruri Gătite & Specialități,1,49.0,49.0
ORD-202608-01769,Restaurantul Nostru,Pachet Vinul Casei Fetească Regală 1L,Băuturi Alcoolice & Bere,1,55.0,55.0
ORD-202608-01770,Restaurantul Nostru,Ciorbă Rădăuțeană de Pui,Ciorbe & Supe,1,26.0,26.0
ORD-202608-01770,Restaurantul Nostru,Ciorbă de Văcuță,Ciorbe & Supe,1,25.0,25.0
ORD-202608-01771,Restaurantul Nostru,Ciolan de Porc Rumexit la Cuptor,Mâncăruri Gătite & Specialități,1,78.0,78.0
ORD-202608-01771,Restaurantul Nostru,Apă Minerală / Plată Borsec 0.5L,Băuturi Răcoritoare & Cafea,1,10.0,10.0
ORD-202608-01771,Restaurantul Nostru,Țuică de Prune Ardelenească 50ml,Băuturi Alcoolice & Bere,1,18.0,18.0
ORD-202608-01771,Restaurantul Nostru,Platou Cârnați Asortați,Cârnați & Platouri,1,95.0,95.0
ORD-202608-01771,Restaurantul Nostru,Varză Călită în Vin cu Chimen,Garnituri,1,15.0,15.0
ORD-202608-01772,Restaurantul Nostru,Salată de Vinete Coapte pe Plită,Aperitive & Gustări,2,24.0,48.0
ORD-202608-01772,Restaurantul Nostru,Bere Ciuc Premium la Draught 0.4L,Băuturi Alcoolice & Bere,1,14.0,14.0
ORD-202608-01772,Restaurantul Nostru,Espresso Scurt / Lung Julius Meinl,Băuturi Răcoritoare & Cafea,1,12.0,12.0
ORD-202608-01772,Restaurantul Nostru,Ciolan de Porc Rumexit la Cuptor,Mâncăruri Gătite & Specialități,1,78.0,78.0
ORD-202608-01773,Restaurantul Nostru,Mici de Oaie și Vită (1 buc),Preparate la Grătar & Mici,1,8.5,8.5
ORD-202608-01773,Restaurantul Nostru,Ciorbă Rădăuțeană de Pui,Ciorbe & Supe,1,26.0,26.0
ORD-202608-01774,Restaurantul Nostru,Supă Cremă de Legume cu Crutoane,Ciorbe & Supe,2,22.0,44.0
ORD-202608-01774,Restaurantul Nostru,Șnițel Gigant de Pui Pane,Mâncăruri Gătite & Specialități,2,36.0,72.0
ORD-202608-01775,Restaurantul Nostru,Mujdei de Usturoi Tradițional,Sosuri & Extra,1,5.0,5.0
ORD-202608-01775,Restaurantul Nostru,Platou Cârnați Asortați,Cârnați & Platouri,1,95.0,95.0
ORD-202608-01775,Restaurantul Nostru,Ștrudel de Mere cu Sos de Vanilie,Desert,1,25.0,25.0
ORD-202608-01775,Restaurantul Nostru,Burger Casei cu Cartofi Prăjiți,Mâncăruri Gătite & Specialități,1,49.0,49.0
ORD-202608-01776,Restaurantul Nostru,Bulz Ardelenesc la Grătar,Aperitive & Gustări,1,32.0,32.0
ORD-202608-01776,Restaurantul Nostru,Platou Boieresc (2-3 persoane),Cârnați & Platouri,1,145.0,145.0
ORD-202608-01776,Restaurantul Nostru,Platou Cârnați Asortați,Cârnați & Platouri,1,95.0,95.0
ORD-202608-01776,Restaurantul Nostru,Lava Cake cu Înghețată de Vanilie,Desert,2,28.0,56.0
ORD-202608-01777,Restaurantul Nostru,Platou Cârnați Asortați,Cârnați & Platouri,1,95.0,95.0
ORD-202608-01777,Restaurantul Nostru,Muștar Clasic,Sosuri & Extra,1,4.0,4.0
ORD-202608-01778,Restaurantul Nostru,Bulz Ardelenesc la Grătar,Aperitive & Gustări,3,32.0,96.0
ORD-202608-01778,Restaurantul Nostru,Ceafă de Porc la Grătar,Preparate la Grătar & Mici,1,38.0,38.0
ORD-202608-01779,Restaurantul Nostru,Șnițel Gigant de Pui Pane,Mâncăruri Gătite & Specialități,1,36.0,36.0
ORD-202608-01779,Restaurantul Nostru,Bere Ciuc Premium la Draught 0.4L,Băuturi Alcoolice & Bere,1,14.0,14.0
ORD-202608-01779,Restaurantul Nostru,Bulz Ardelenesc la Grătar,Aperitive & Gustări,1,32.0,32.0
ORD-202608-01780,Restaurantul Nostru,Espresso Scurt / Lung Julius Meinl,Băuturi Răcoritoare & Cafea,1,12.0,12.0
ORD-202608-01780,Restaurantul Nostru,Platou Cârnați Asortați,Cârnați & Platouri,1,95.0,95.0
ORD-202608-01780,Restaurantul Nostru,Burger Casei cu Cartofi Prăjiți,Mâncăruri Gătite & Specialități,1,49.0,49.0
ORD-202608-01780,Restaurantul Nostru,Clătite cu Finetti și Banane (2 buc),Desert,1,22.0,22.0
ORD-202608-01781,Restaurantul Nostru,Cappuccino cu Spumă de Lapte,Băuturi Răcoritoare & Cafea,1,15.0,15.0
ORD-202608-01781,Restaurantul Nostru,Coca-Cola / Coca-Cola Zero 0.33L,Băuturi Răcoritoare & Cafea,1,12.0,12.0
ORD-202608-01781,Restaurantul Nostru,Ciorbă de Burtiță Tradițională,Ciorbe & Supe,1,28.0,28.0
ORD-202608-01781,Restaurantul Nostru,Salată de Vinete Coapte pe Plită,Aperitive & Gustări,1,24.0,24.0
ORD-202608-01781,Restaurantul Nostru,Platou Gustări Rece Tradiționale,Cârnați & Platouri,1,85.0,85.0
ORD-202608-01782,Restaurantul Nostru,Mămăliguță Caldă,Garnituri,1,8.0,8.0
ORD-202608-01782,Restaurantul Nostru,Ceafă de Porc la Grătar,Preparate la Grătar & Mici,2,38.0,76.0
ORD-202608-01782,Restaurantul Nostru,Ciorbă de Burtiță Tradițională,Ciorbe & Supe,1,28.0,28.0
ORD-202608-01783,Restaurantul Nostru,Piept de Pui la Grătar,Preparate la Grătar & Mici,2,34.0,68.0
ORD-202608-01783,Restaurantul Nostru,Limonadă Proaspătă cu Miere și Mentă 0.5L,Băuturi Răcoritoare & Cafea,2,20.0,40.0
ORD-202608-01784,Restaurantul Nostru,Țuică de Prune Ardelenească 50ml,Băuturi Alcoolice & Bere,2,18.0,36.0
ORD-202608-01784,Restaurantul Nostru,Pastramă de Oaie la Tigaie cu Mămăligă,Mâncăruri Gătite & Specialități,1,56.0,56.0
ORD-202608-01784,Restaurantul Nostru,Sos Barbeque,Sosuri & Extra,1,6.0,6.0
ORD-202608-01784,Restaurantul Nostru,Ștrudel de Mere cu Sos de Vanilie,Desert,1,25.0,25.0
ORD-202608-01784,Restaurantul Nostru,Frăție de Mici & Cârnați,Preparate la Grătar & Mici,1,54.0,54.0
ORD-202608-01785,Restaurantul Nostru,Platou Cârnați Asortați,Cârnați & Platouri,1,95.0,95.0
ORD-202608-01785,Restaurantul Nostru,Ștrudel de Mere cu Sos de Vanilie,Desert,2,25.0,50.0
ORD-202608-01785,Restaurantul Nostru,Bere Ciuc Premium la Draught 0.4L,Băuturi Alcoolice & Bere,2,14.0,28.0
ORD-202608-01785,Restaurantul Nostru,Frăție de Mici & Cârnați,Preparate la Grătar & Mici,1,54.0,54.0
ORD-202608-01786,Restaurantul Nostru,Mici de Oaie și Vită (1 buc),Preparate la Grătar & Mici,2,8.5,17.0
ORD-202608-01786,Restaurantul Nostru,Cârnați Picanți de Pleșcoi,Cârnați & Platouri,1,42.0,42.0
ORD-202608-01786,Restaurantul Nostru,Sos Barbeque,Sosuri & Extra,2,6.0,12.0
ORD-202608-01786,Restaurantul Nostru,Salată de Vinete Coapte pe Plită,Aperitive & Gustări,1,24.0,24.0
ORD-202608-01786,Restaurantul Nostru,Coș de Pâine de Casă,Sosuri & Extra,1,7.0,7.0
ORD-202608-01787,Restaurantul Nostru,Pachet Vinul Casei Fetească Regală 1L,Băuturi Alcoolice & Bere,1,55.0,55.0
ORD-202608-01787,Restaurantul Nostru,Salată de Murături Asortate,Salate,1,14.0,14.0
ORD-202608-01787,Restaurantul Nostru,Cârnați Picanți de Pleșcoi,Cârnați & Platouri,1,42.0,42.0
ORD-202608-01787,Restaurantul Nostru,Mici de Oaie și Vită (1 buc),Preparate la Grătar & Mici,1,8.5,8.5
ORD-202608-01788,Restaurantul Nostru,Limonadă Proaspătă cu Miere și Mentă 0.5L,Băuturi Răcoritoare & Cafea,2,20.0,40.0
ORD-202608-01788,Restaurantul Nostru,Bulz Ardelenesc la Grătar,Aperitive & Gustări,1,32.0,32.0
ORD-202608-01788,Restaurantul Nostru,Mici Românești de Vită-Porc (1 buc),Preparate la Grătar & Mici,2,7.5,15.0
ORD-202608-01789,Restaurantul Nostru,Limonadă Proaspătă cu Miere și Mentă 0.5L,Băuturi Răcoritoare & Cafea,1,20.0,20.0
ORD-202608-01789,Restaurantul Nostru,Bere Ciuc Premium la Draught 0.4L,Băuturi Alcoolice & Bere,1,14.0,14.0
ORD-202608-01789,Restaurantul Nostru,Bere Nepasteurizată Zăganu 0.5L,Băuturi Alcoolice & Bere,1,22.0,22.0
ORD-202608-01789,Restaurantul Nostru,Ștrudel de Mere cu Sos de Vanilie,Desert,2,25.0,50.0
ORD-202608-01789,Restaurantul Nostru,Mămăliguță Caldă,Garnituri,1,8.0,8.0
ORD-202608-01790,Restaurantul Nostru,Țuică de Prune Ardelenească 50ml,Băuturi Alcoolice & Bere,2,18.0,36.0
ORD-202608-01790,Restaurantul Nostru,Piept de Pui la Grătar,Preparate la Grătar & Mici,1,34.0,34.0
ORD-202608-01790,Restaurantul Nostru,Salată Caesar cu Pui la Grătar,Salate,2,38.0,76.0
ORD-202608-01790,Restaurantul Nostru,Apă Minerală / Plată Borsec 0.5L,Băuturi Răcoritoare & Cafea,1,10.0,10.0
ORD-202608-01790,Restaurantul Nostru,Mujdei de Usturoi Tradițional,Sosuri & Extra,2,5.0,10.0
ORD-202608-01791,Restaurantul Nostru,Ciorbă de Perișoare,Ciorbe & Supe,1,24.0,24.0
ORD-202608-01791,Restaurantul Nostru,Espresso Scurt / Lung Julius Meinl,Băuturi Răcoritoare & Cafea,1,12.0,12.0
ORD-202608-01791,Restaurantul Nostru,Burger Casei cu Cartofi Prăjiți,Mâncăruri Gătite & Specialități,2,49.0,98.0
ORD-202608-01792,Restaurantul Nostru,Cârnați Picanți de Pleșcoi,Cârnați & Platouri,1,42.0,42.0
ORD-202608-01792,Restaurantul Nostru,Clătite cu Finetti și Banane (2 buc),Desert,1,22.0,22.0
ORD-202608-01793,Restaurantul Nostru,Tochitură Moldovenească cu Mămăligă,Mâncăruri Gătite & Specialități,2,48.0,96.0
ORD-202608-01793,Restaurantul Nostru,Clătite cu Finetti și Banane (2 buc),Desert,2,22.0,44.0
ORD-202608-01793,Restaurantul Nostru,Coș de Pâine de Casă,Sosuri & Extra,1,7.0,7.0
ORD-202608-01793,Restaurantul Nostru,Mici de Oaie și Vită (1 buc),Preparate la Grătar & Mici,1,8.5,8.5
ORD-202608-01794,Restaurantul Nostru,Bere Ciuc Premium la Draught 0.4L,Băuturi Alcoolice & Bere,1,14.0,14.0
ORD-202608-01794,Restaurantul Nostru,Bere Nepasteurizată Zăganu 0.5L,Băuturi Alcoolice & Bere,2,22.0,44.0
ORD-202608-01794,Restaurantul Nostru,Clătite cu Finetti și Banane (2 buc),Desert,2,22.0,44.0
ORD-202608-01794,Restaurantul Nostru,Ciorbă Rădăuțeană de Pui,Ciorbe & Supe,1,26.0,26.0
ORD-202608-01794,Restaurantul Nostru,Smântână Proaspătă 20%,Sosuri & Extra,1,5.0,5.0
ORD-202608-01795,Restaurantul Nostru,Vin Purcari Rară Neagră Sticlă 0.75L,Băuturi Alcoolice & Bere,2,95.0,190.0
ORD-202608-01795,Restaurantul Nostru,Varză Călită în Vin cu Chimen,Garnituri,1,15.0,15.0
ORD-202608-01795,Restaurantul Nostru,Șnițel Gigant de Pui Pane,Mâncăruri Gătite & Specialități,2,36.0,72.0
ORD-202608-01796,Restaurantul Nostru,Salată Grecească,Salate,1,34.0,34.0
ORD-202608-01796,Restaurantul Nostru,Frăție de Mici & Cârnați,Preparate la Grătar & Mici,1,54.0,54.0
ORD-202608-01796,Restaurantul Nostru,Clătite cu Finetti și Banane (2 buc),Desert,1,22.0,22.0
ORD-202608-01797,Restaurantul Nostru,Cartofi Prăjiți cu Usturoi și Parmezan,Garnituri,1,18.0,18.0
ORD-202608-01797,Restaurantul Nostru,Clătite cu Finetti și Banane (2 buc),Desert,1,22.0,22.0
ORD-202608-01797,Restaurantul Nostru,Piure de Cartofi cu Unt,Garnituri,1,16.0,16.0
ORD-202608-01798,Restaurantul Nostru,Bere Nepasteurizată Zăganu 0.5L,Băuturi Alcoolice & Bere,2,22.0,44.0
ORD-202608-01798,Restaurantul Nostru,Pastramă de Oaie la Tigaie cu Mămăligă,Mâncăruri Gătite & Specialități,1,56.0,56.0
ORD-202608-01798,Restaurantul Nostru,Frăție de Mici & Cârnați,Preparate la Grătar & Mici,1,54.0,54.0
ORD-202608-01798,Restaurantul Nostru,Papanași cu Smântână și Dulceață de Afine (2 buc),Desert,1,32.0,32.0
ORD-202608-01798,Restaurantul Nostru,Platou Boieresc (2-3 persoane),Cârnați & Platouri,1,145.0,145.0
ORD-202608-01799,Restaurantul Nostru,Ciorbă Rădăuțeană de Pui,Ciorbe & Supe,2,26.0,52.0
ORD-202608-01799,Restaurantul Nostru,Pachet Vinul Casei Fetească Regală 1L,Băuturi Alcoolice & Bere,1,55.0,55.0
ORD-202608-01799,Restaurantul Nostru,Ceafă de Porc la Grătar,Preparate la Grătar & Mici,2,38.0,76.0
ORD-202608-01799,Restaurantul Nostru,Salată de Ardei Copți,Salate,2,16.0,32.0
ORD-202608-01799,Restaurantul Nostru,Mujdei de Usturoi Tradițional,Sosuri & Extra,1,5.0,5.0
ORD-202608-01800,Restaurantul Nostru,Ciolan de Porc Rumexit la Cuptor,Mâncăruri Gătite & Specialități,1,78.0,78.0
ORD-202608-01800,Restaurantul Nostru,Fasole Bătută cu Ceapă Călită,Aperitive & Gustări,1,20.0,20.0
ORD-202608-01801,Restaurantul Nostru,Platou Cârnați Asortați,Cârnați & Platouri,1,95.0,95.0
ORD-202608-01801,Restaurantul Nostru,Cartofi Prăjiți cu Usturoi și Parmezan,Garnituri,1,18.0,18.0
ORD-202608-01801,Restaurantul Nostru,Cașcaval Pane Crocant,Aperitive & Gustări,1,28.0,28.0
ORD-202608-01802,Restaurantul Nostru,Piure de Cartofi cu Unt,Garnituri,2,16.0,32.0
ORD-202608-01802,Restaurantul Nostru,Burger Casei cu Cartofi Prăjiți,Mâncăruri Gătite & Specialități,3,49.0,147.0
ORD-202608-01802,Restaurantul Nostru,Coș de Pâine de Casă,Sosuri & Extra,1,7.0,7.0
